代碼,股票,ROE_5Y,EPS_5Y,毛利率_5Y,ROE_2017,ROE_2018,ROE_2019,ROE_2020,ROE_2021,毛利率_2017,毛利率_2018,毛利率_2019,毛利率_2020,毛利率_2021,負債比_2017,負債比_2018,負債比_2019,負債比_2020,負債比_2021,稅後淨利率_2017,稅後淨利率_2018,稅後淨利率_2019,稅後淨利率_2020,稅後淨利率_2021,現金股利,成交價,董監持股,現金殖利率,ROE_Test,EPS_Test,毛利率_Test,現金殖利率_Test,成交價_Test,董監持股_Test,符合數量,正負樣本
3019,亞光,8.08,3.25,19.45,6.08,9.61,8.57,3.98,12.15,18.34,19.91,19.7,18.61,20.67,25.17,24.28,21.32,25.81,29.76,4.99,7.82,7.44,3.86,8.93,2.12,56.6,6.98,3.75,0,1,0,0,1,0,2,-1
3021,鴻名,9.85,1.27,22.41,9.41,10.46,11.26,7.76,10.36,24.37,23.46,22.94,21.07,20.23,42.22,46.82,49.83,53.79,54.52,5.2,5.25,5.43,3.53,3.88,0.58,22.3,0,2.6,0,1,1,0,1,0,3,0
3022,威強電,11.5,3.81,33.82,11.84,11.52,9.19,13.86,11.07,32.42,31.89,35.24,36.02,33.51,32.24,26.93,28.42,30,30.69,13.4,14.52,12.03,16.75,13.86,1.6,55.4,14.91,2.89,1,1,1,0,1,1,5,1
3023,信邦,22.57,7.65,25.31,20.27,20.95,22.99,24.86,23.8,25.11,25.06,25.66,25.63,25.1,49.71,52.14,54.63,58.75,58.98,9.37,8.77,9.38,10.02,9.74,5.41,262,8.48,2.06,1,1,1,0,0,0,3,0
3024,憶聲,3.63,0.35,22,1.22,5.76,1.83,1.65,7.69,18.25,21.86,24.03,23.45,22.43,36.6,32.85,29.85,29.53,34.98,1.27,9.55,3.6,3.4,13.65,0.21,13.2,13.1,1.59,0,1,1,0,1,1,4,0
3025,星通,4.35,0.5,48.73,1.87,0.12,6.28,9.5,4,45.47,37.9,52.83,55.78,51.66,19.2,16.22,20.29,21.13,18.75,2.75,0.17,9.06,13.15,6.41,0.48,26.2,13.52,1.83,0,1,1,0,1,1,4,0
3026,禾伸堂,15.16,9.54,23.48,8.6,28.97,6.68,12.83,18.71,18.47,35.14,20.89,20.78,22.14,30.21,30.14,31.9,34.77,38.02,5.63,16.39,4.53,8.29,11.06,7.66,86.5,8.99,8.86,1,1,1,1,0,0,4,0
3027,盛達,-0.13,-0.04,32.99,-16.02,11.83,-1.17,2.36,2.34,29.04,32.14,34.32,38.76,30.7,38.87,32.49,32.09,39.44,39.77,-28.25,20.74,-2.76,4.1,3.39,0.15,25.4,19.5,0.59,0,0,1,0,1,1,3,0
3028,增你強,10.17,2.26,5.46,9.03,8.91,5.26,10.25,17.39,5.36,5.83,5.5,4.71,5.91,67.9,73.88,69.03,75.11,75.71,1.57,1.32,0.85,1.37,2.09,1.97,25.75,12.21,7.65,1,1,0,1,1,1,5,1
3029,零壹,13.96,2.86,10.17,9.48,11.73,15.08,17.29,16.21,9.86,10.26,10.05,10.64,10.06,42.16,49.83,53.57,51.21,48.62,3.27,3.79,3.92,4.48,4.16,2.28,38.95,7.04,5.85,1,1,0,1,1,0,4,0
3030,德律,17.92,4.13,54.48,11.74,20.55,17.5,19.71,20.09,52.97,53.45,56.75,54.85,54.36,17.37,17.31,18.06,18.51,23.89,16.52,21.64,21.4,22.07,21.14,3.32,62.2,18.86,5.34,1,1,1,1,1,1,6,1
3031,佰鴻,6.22,1.03,25.01,6.38,3.08,8.31,4.7,8.65,23.83,21.03,24.07,27.44,28.69,18.49,17,19.43,18.98,17.37,9.36,5.26,13.26,9.68,16.5,0.8,14.5,31.68,5.52,0,1,1,1,1,1,5,1
3032,偉訓,11.6,3.04,16.76,8.96,13.22,9.84,15.45,10.55,17.32,13.1,15.95,18.39,19.04,56.59,56.23,56.35,61.51,54.85,4.16,6.2,4.65,6.06,4.61,2.28,27.95,30.28,8.16,1,1,0,1,1,1,5,1
3033,威健,12.77,2.19,5.99,11.84,11.13,4.54,11.91,24.42,5.4,6.42,5.75,5.25,7.13,74.44,77.28,75.77,73.42,70.86,1.22,1.18,0.54,1.2,2.38,1.45,25.35,10.83,5.72,1,1,0,1,1,1,5,1
3034,聯詠,33.45,23.02,35.32,17.77,21.7,25.01,32.37,70.41,28.8,31.03,32.02,34.97,49.78,30.1,36.93,29.43,31.25,41.58,10.67,11.65,12.31,14.78,28.71,18.7,217.5,4.49,8.6,1,1,1,1,0,0,4,0
3035,智原,10,2.32,50.67,16.08,5.05,6.68,4.41,17.8,49.57,53.11,52.76,47.31,50.59,20.27,29.4,31.67,22.66,32.25,15.65,5.32,6.34,4.66,15.96,1.78,135.5,14.06,1.31,1,1,1,0,0,1,4,0
3036,文曄,12.94,5.96,3.68,13.63,13.27,11.18,10.9,15.71,4.45,3.89,3.22,3.05,3.79,73.28,76.76,76.84,64.8,68.93,1.33,1.02,0.76,1.07,1.75,3.03,59.7,23.2,5.08,1,1,0,1,1,1,5,1
3037,欣興,9.12,3.28,14.18,1.49,3.92,6.89,10.48,22.8,8.9,11.07,13.71,14.6,22.63,55.24,55.36,56.12,57.42,61.47,1.07,2.42,3.97,6.05,12.93,1.44,117.5,14.31,1.23,0,1,0,0,0,1,2,-1
3038,全台,9.2,1.19,18.32,2.81,6.02,13.67,11.85,11.67,16.99,17.01,19.5,21.03,17.05,45.76,46.7,46.33,45.12,42.26,1.85,3.98,6.26,6.23,5.65,0.9,20.15,18.3,4.47,0,1,0,0,1,1,3,0
3040,遠見,17.21,4.41,60.89,40.5,4.98,6.39,26.75,7.45,63.16,60.06,61.22,55.4,64.62,6.29,10.6,10.45,6.86,7.04,369.83,43.5,42.66,257.82,72.3,4.04,29.4,26.36,13.74,1,1,1,1,1,1,6,1
3041,揚智,-9.71,-1.52,30.64,-10.1,-18.97,-9.11,-7.49,-2.89,28.64,17.62,37.27,31.75,37.91,15.97,18.5,16.36,18.54,18.75,-14.72,-31.59,-15.8,-11.63,-3.18,1.89,20.05,1.11,9.43,0,0,1,1,1,0,3,0
3042,晶技,13.66,4.41,27.64,10.04,7.19,7.7,15.58,27.81,24.89,22.41,23.81,30.17,36.91,31.62,30.34,34.94,41.84,38.66,10.83,7.9,7.97,12.94,20.45,3.66,71.5,6.58,5.12,1,1,1,1,1,0,5,1
3043,科風,-36.34,-0.01,21.16,-255.02,-10.99,109.75,-51.98,26.53,23.92,23.09,22.17,19.95,16.66,99.76,97.5,91.17,93.71,91.47,-4.75,-0.17,6.29,-4.49,2.27,0.22,7.15,0.73,3.08,0,0,1,0,1,0,2,-1
3044,健鼎,16.29,10.4,19.32,14.49,15.64,18.14,17.45,15.75,18.23,18.74,20.69,20.07,18.89,56.26,54.66,52.31,52.08,54.8,9.53,9.48,11.09,11.03,9.3,6.55,92.1,4.92,7.11,1,1,0,1,0,0,3,0
3045,台灣大,19.54,4.53,25.92,22.7,21.7,18.7,16.96,17.66,30.49,28.99,26.37,23.67,20.1,57.6,53.95,51.81,61,61.63,12.76,12.2,10.68,9.33,8.22,4.9,95.6,5.86,5.13,1,1,1,1,0,0,4,0
3046,建碁,-6.52,-0.95,24.68,-18.01,-1.39,-24.08,-10.97,21.84,32.31,31.43,26.81,18.81,14.05,48.43,45.89,57.99,62.36,61.85,-8.74,-0.64,-9.58,-3.72,5.3,0.06,58.4,85.13,0.1,0,0,1,0,1,1,3,0
3047,訊舟,2.28,-0.11,24.83,-5.81,5.26,6.23,8.17,-2.44,25.4,24.06,26.53,25.71,22.45,65.51,65.26,61.36,59.98,61.18,-2.43,1.77,2.8,3.6,-1.38,0.41,16.2,6.08,2.53,0,0,1,0,1,0,2,-1
3048,益登,15.45,2.43,3.05,11.23,7.4,10.88,19.46,28.28,3.26,3.17,2.93,2.7,3.17,77.72,80.82,81.85,84.05,83.9,0.48,0.3,0.38,0.64,1.05,1.6,27.7,21.15,5.78,1,1,0,1,1,1,5,1
3049,和鑫,5.92,0.69,25.05,1.98,2.38,11.35,3.72,10.15,13.2,16.87,37.74,23.05,34.4,58.94,53.17,43.43,44.29,34.12,5.2,6.25,22.36,11.66,27.75,0.22,9.49,8.12,2.32,0,1,1,0,1,0,3,0
3050,鈺德,4.88,0.74,34.66,5.66,2.72,4.78,5.39,5.87,29.75,28.29,41.55,39.46,34.26,23.46,44.23,52.38,52.26,48.7,15.79,7.96,11.87,14.57,15.36,0.52,15.2,22.26,3.42,0,1,1,0,1,1,4,0
3051,力特,3.54,0.66,21.35,-13.11,-7.1,-12.81,1.33,49.4,24.84,19.56,19.44,18.43,24.46,83.36,83.67,86.23,85.86,57.7,-9.15,-4.24,-6.73,0.68,25.38,0,17.65,13.74,0,0,1,1,0,1,1,4,0
3052,夆典,4.47,0.66,5.43,6.85,-4.55,6.1,10.53,3.41,11.36,-6.11,6.94,9.3,5.67,65.97,73.51,63.37,58.43,62.23,5.35,-12.62,3.15,6.18,2.93,0.51,9.85,7.75,5.18,0,1,0,1,1,0,3,0
3054,立萬利,1.85,0.22,0.01,5.38,0.07,0.28,-1.43,4.97,-14.77,6.16,1.94,-9.07,15.77,4.44,3.49,14.83,6.71,5.31,23.52,0.48,2.14,-4.92,95.29,0.7,20.5,54.3,3.41,0,1,0,0,1,1,3,0
3055,蔚華科,-2.11,-0.56,17.86,1.49,3.46,0.56,-1.5,-14.58,21.86,22.36,18.77,14.8,11.51,31.46,29.42,50.21,61.79,58.78,1.46,2.73,0.48,-0.98,-13.78,0.52,24.95,31.89,2.08,0,0,0,0,1,1,2,-1
3056,總太,13.02,2.97,27.77,15.23,6.92,9.98,20.45,12.52,32.97,24.61,19.71,32.59,28.95,52.29,51.96,66.17,70.58,75.61,23.78,12.53,12.6,21.87,17.42,2.48,31.8,14.81,7.8,1,1,1,1,1,1,6,1
3057,喬鼎,-16.07,-1.37,33.5,-38.04,-5.14,-31.56,-5.69,0.06,36.66,32.19,30.4,31.97,36.27,43.49,43.85,54.57,47.94,42.57,-32.84,-3.48,-26.25,-4.95,0.05,1.01,11.05,11.58,9.14,0,0,1,1,1,1,4,0
3058,立德,-6.87,-0.81,11.54,-1.43,-6.82,-0.73,-6.16,-19.21,12.57,12.27,13.51,11.73,7.6,51.25,53.28,57.85,63.41,71.37,-0.72,-3.25,-0.35,-2.93,-6.86,0.29,9.85,5.65,2.94,0,0,0,0,1,0,1,-1
3059,華晶科,1.42,0.46,18.09,0.54,1.81,-0.04,1.77,3.04,13.6,11.78,16.39,24.94,23.76,36.97,40.62,34.57,38.69,42.53,0.47,1.55,-0.06,2.65,3.08,0.54,32.85,0,1.64,0,1,0,0,1,0,2,-1
3060,銘異,-4.96,-1.04,7.67,0.93,-9.33,-13.46,-9.2,6.26,8.03,4.54,2.61,6.67,16.48,41.9,41.63,40.48,38.21,43.2,0.55,-5.48,-8.73,-7.24,4.36,1.82,17.1,6.28,10.64,0,0,0,1,1,0,2,-1
3062,建漢,1.46,0.25,6.43,2.51,2.99,0.93,0.43,0.45,7.13,6.4,8.15,7.69,2.77,30.35,27.92,31.56,32.78,28.2,1.53,1.94,0.9,0.49,0.62,0.22,23.7,3.05,0.93,0,1,0,0,1,0,2,-1
3090,日電貿,20.5,4.67,19.47,18.52,37.97,13.27,14.04,18.7,17.21,27.84,16.51,17.32,18.45,52.72,44.67,39.5,42.11,44.99,7.19,14.75,6.98,6.79,8.05,3.92,49.2,5.63,7.97,1,1,0,1,1,0,4,0
3092,鴻碩,14.6,3.24,23.93,22.18,23.84,18.06,7.66,1.25,28.15,26.14,24.9,24.15,16.31,46.93,52.38,54.04,60.05,61.44,12.81,12.62,9.67,4.8,0.75,2.88,37.15,8.9,7.75,1,1,1,1,1,0,5,1
3094,聯傑,4.19,0.57,67.91,4.29,3.23,3.67,3.11,6.67,68.35,66.56,66.4,67.13,71.11,5.19,4.87,10.48,10.05,10.92,16.88,14.52,17.08,14.32,24.57,0.86,25.2,10.39,3.41,0,1,1,0,1,1,4,0
3130,一零四,19.94,9.14,89.83,20.52,18.59,19.16,17.28,24.15,90.25,89.91,89.97,88.85,90.19,34.52,38.39,42.02,44.85,46.52,20.69,17.88,17.55,15.67,19.84,9.14,189,14.71,4.84,1,1,1,0,0,1,4,0
3138,耀登,12.01,2.49,42.62,7.18,9.66,8.62,12.07,22.52,42.17,44.85,41.73,42.11,42.25,36.11,34.35,46.89,36.29,40.13,5.61,8.09,6.35,9.96,19.91,1.38,137,13.32,1.01,1,1,1,0,0,1,4,0
3149,正達,-7.51,-0.57,-0.35,1.4,-7.82,-3.82,-19.19,-8.13,-4.21,2.02,-0.6,-0.37,1.42,71.27,67.74,60.94,62.02,68.12,0.54,-2.99,-2.11,-11.97,-4.62,0.6,18.6,9.6,3.23,0,0,0,0,1,0,1,-1
3164,景岳,5.87,0.99,65.79,3.39,10.75,3.8,4.11,7.29,58.17,68.27,66.34,66.23,69.95,8.63,5.77,7.83,8.12,10.23,8.14,38.77,16.53,18.52,25.61,0.92,24.9,13.6,3.69,0,1,1,0,1,1,4,0
3167,大量,19.05,4.54,27.97,20.85,23.64,9.26,21.38,20.1,27.99,28.06,28.41,29.5,25.88,63.63,55.55,55.06,62.11,60.91,9.86,11.23,9.08,17.12,9.88,3,44,14.12,6.82,1,1,1,1,1,1,6,1
3189,景碩,2.7,1.43,20.94,1.1,1.38,-6.65,3.2,14.45,18.64,22.7,12.36,21.47,29.51,29.24,30.21,30.85,31.77,43.5,1.5,1.73,-8.72,3.43,12.59,1.9,94.4,25.44,2.01,0,1,1,0,0,1,3,0
3209,全科,13.16,2.28,4.32,11.77,8.09,10.44,14.1,21.4,4.09,4.57,3.86,3.87,5.19,76.15,76.15,73.2,72.7,75.21,0.9,0.68,0.75,1.08,1.67,1.38,33.7,7.82,4.09,1,1,0,0,1,0,3,0
3229,晟鈦,-21.32,-1.31,9.35,-2.13,-9.88,-24.77,-49.31,-20.5,14.31,9.57,11.02,2.06,9.79,28.37,29.99,34.16,45.69,46.57,-3.81,-16.11,-28.67,-58.92,-14.77,0.16,24.7,75.72,0.65,0,0,0,0,1,1,2,-1
3231,緯創,12.27,2.5,4.84,6.49,10.41,12.36,15.38,16.7,3.78,4.22,4.8,5.45,5.93,79.67,78.32,75.62,80.43,81.4,0.52,0.82,1.11,1.53,1.71,1.82,26.75,2.8,6.8,1,1,0,1,1,0,4,0
3257,虹冠電,11.4,2.47,46.74,4.4,6.85,5.82,15.66,24.26,46.01,43.75,42.51,47.3,54.12,8.44,8.76,7.88,13.03,12.15,9.29,14.6,13.54,22.38,30.95,2.99,39.7,39.35,7.53,1,1,1,1,1,1,6,1
3266,昇陽,1.55,0.33,18.23,-0.79,1.1,4.2,2.53,0.73,9.04,16.12,26.69,15.73,23.56,41.96,45.53,48.95,50.28,57.97,-3.07,2.28,12.09,4.45,4.05,0.72,10.9,13.01,6.61,0,1,0,1,1,1,4,0
3296,勝德,-0.38,-0.02,14.89,0.14,6.3,1.68,1.52,-11.56,16.39,15.12,17.88,16.09,8.95,32.15,34.22,31.99,40.44,50.88,0.08,3.16,0.93,0.89,-4.96,0.56,17,11.9,3.29,0,0,0,0,1,1,2,-1
3305,昇貿,5.68,1.8,12.66,2.36,1.17,4.77,4.94,15.15,12.1,10.2,12.31,12.72,15.95,43.5,43.66,43.98,44.65,47.45,1.73,0.79,3.29,3.38,7.43,1.39,41.45,11.04,3.35,0,1,0,0,1,1,3,0
3308,聯德,-9.7,-0.87,4.96,-5.22,-16.32,-11.26,-11.81,-3.9,12.15,0.58,3.09,5.64,3.33,54.99,54.68,53.48,54.17,53.22,-5.93,-20.79,-15.56,-26.51,-7.02,0.14,12.75,29.55,1.1,0,0,0,0,1,1,2,-1
3311,閎暉,-3.42,-1.21,13.3,-2.12,-0.89,-0.97,-15.88,2.76,13.3,12.85,15.11,9.48,15.75,21.83,20.67,24.64,27.35,22.56,-3.59,-1.5,-1.33,-21.12,3.4,1.35,32.6,47.2,4.14,0,0,0,0,1,1,2,-1
3312,弘憶股,9.12,1.04,4.92,-17.08,11.35,11.31,13.66,26.34,4.65,4.53,4.71,4.94,5.79,65.95,64.98,70.35,73.04,74.07,-2.57,1.41,1.22,1.44,2.36,0.64,16.95,32.54,3.78,0,1,0,0,1,1,3,0
3321,同泰,-29.18,-2.72,4.51,-23.28,-37.33,-45.51,-30.32,-9.48,6.71,0.96,-0.27,3.56,11.6,74.98,73.7,68.65,60,62.04,-8.95,-14.01,-17.25,-14.68,-3.79,0.68,9.04,16.71,7.52,0,0,0,1,1,1,3,0
3338,泰碩,11.82,2.08,20.95,3.36,11.49,19.51,13.68,11.04,22.94,20.33,23.51,20.22,17.74,61.53,60.46,62.94,61.56,57.65,1.15,3.96,6.27,4.28,3.77,1.38,33.1,20,4.17,1,1,1,0,1,1,5,1
3346,麗清,7.92,1.64,17.02,18.89,14.49,0.9,0.75,4.58,19.31,17.93,16.18,16.34,15.33,67.27,68.85,70.02,67,62.19,6.36,4.68,0.32,0.28,1.7,1.55,37.25,10.42,4.16,0,1,0,0,1,1,3,0
3356,奇偶,2.52,0.55,40.29,-12,3.64,1.43,9.56,9.98,35.5,33.35,39.75,45.96,46.9,39.67,43.01,42.96,28.61,31.96,-12.49,3.81,1.65,13.94,14.4,2.52,30.9,18.72,8.16,0,1,1,1,1,1,5,1
3376,新日興,8.93,6.63,23.49,6.16,9.63,9.91,11.47,7.49,25.65,24.11,23.6,23.99,20.09,25.83,26.38,31.14,29.85,27.3,8.46,12.35,10.98,10.98,9.63,4.49,90.6,9.13,4.96,0,1,1,0,0,0,2,-1
3380,明泰,3.42,0.67,15.44,6.37,-0.92,1.95,5.41,4.27,15.18,13.48,16.52,15.56,16.46,36.65,30.38,43.81,52.83,49.22,2.88,-0.56,1.51,2.25,1.94,0.85,27.35,66.97,3.11,0,1,0,0,1,1,3,0
3383,新世紀,-52.08,-2.39,-19.94,-36.85,-32.74,-38.16,-82.92,-69.73,-31.87,-17.43,-12.11,-20.82,-17.48,70.29,80.24,85.4,93.26,96.44,-50.82,-38,-31.05,-51.66,-20.39,0,0,0,0,0,0,0,0,1,0,1,-1
3406,玉晶光,16.98,18.52,41.07,15.04,11.8,23.48,20.7,13.88,40.85,38.75,46.95,43.46,35.36,40.39,37.12,35.44,39.63,43.91,12.91,11.41,20.95,19.13,13.63,6.79,334,9.96,2.03,1,1,1,0,0,0,3,0
3413,京鼎,25.3,13.49,24.53,33.3,29.51,15.12,25.29,23.29,23.85,24.85,23.06,25.63,25.25,49.02,47.09,47.93,52.01,46.94,13.14,12.5,8.86,12.49,12.4,6.53,183.5,7.99,3.56,1,1,1,0,0,0,3,0
3416,融程電,11.26,3.39,35.04,7.22,9.76,11.34,11.74,16.25,34.42,35.34,36.99,34.95,33.5,14.82,16.2,13.12,20.36,35.2,9.51,13.1,14.48,13.87,14.58,3.32,77.3,44.79,4.29,1,1,1,0,1,1,5,1
3419,譁裕,-0.73,-0.08,19.58,-5.15,4.3,-4.94,4.86,-2.74,21.85,21.62,16.57,20.39,17.48,31.43,27.01,36.7,35.27,41.5,-4.19,3.55,-4.74,5.08,-2.55,0.2,16,10,1.25,0,0,0,0,1,1,2,-1
3432,台端,5.34,1.18,34.76,-1.62,19.52,2.99,2.14,3.65,37.34,39.76,34.46,29.78,32.45,13.62,20.33,24.3,12.77,10.74,-10.68,245.24,85.16,103.25,155.13,0.37,20.1,18.35,1.84,0,1,1,0,1,1,4,0
3437,榮創,-3.59,-0.72,9.77,2.94,-12.43,-7.53,-4.19,3.25,12.88,6.01,8.82,6.97,14.15,41.51,42.07,39.39,42.91,34.35,1.64,-8.33,-5.13,-2.02,2.01,0.89,16.6,2.96,5.36,0,0,0,1,1,0,2,-1
3443,創意,21.9,7.14,30.69,22.15,23.49,14.6,19.32,29.95,26.03,29.84,32.96,30,34.62,51.21,46.16,48.29,53.96,64.57,7.03,7.34,5.91,6.26,9.66,5.4,564,34.84,0.96,1,1,1,0,0,1,4,0
3450,聯鈞,14.13,3.12,24.49,20.11,17.42,9.84,9.96,13.32,28.15,25.49,22.33,22.98,23.52,28.4,30.41,28.13,30.03,38.98,15.03,14.4,9.84,9.2,10.98,2.04,40.25,8.03,5.07,1,1,1,1,1,0,5,1
3454,晶睿,8.86,3.49,32.71,12.04,9.24,8.39,7.62,7.02,34.88,34.38,31.02,33.69,29.56,32.8,36.04,37.04,38.92,44.74,5.93,5.08,3.68,4,3.77,2.48,129,59.02,1.92,0,1,1,0,0,1,3,0
3481,群創,6.14,1.57,13.33,15.1,0.86,-7.16,0.7,21.22,20.88,9.6,1.2,8.83,26.14,36.29,38.1,37.23,37.41,34.81,11.25,0.8,-6.92,0.61,16.44,0.48,0,0,0,0,1,0,0,1,0,2,-1
3494,誠研,-24.66,-1.87,5.05,-15.36,-18.45,-20.88,-47.58,-21.03,16.99,15.09,4.65,-23.46,11.98,39.49,42.15,48.17,47.23,53.58,-32.13,-34.45,-41.53,-152.18,-53.69,0.61,9.72,6.74,6.28,0,0,0,1,1,0,2,-1
3501,維熹,8.78,4.27,25.36,9.43,12.38,9.09,7.21,5.81,30.33,27.51,25.57,24.24,19.14,32.63,29.45,24.56,24.36,28.56,10.61,12.84,10.93,9.1,6.19,2.84,45.6,21.25,6.23,0,1,1,1,1,1,5,1
3504,揚明光,-1.04,-0.31,19.01,-4.26,5.22,0.15,-7.16,0.85,18.24,20.04,21.35,18.21,17.21,37.25,38.07,44.81,42.32,46.4,-3.33,2.88,0.11,-6.05,0.59,1.3,85.3,33.85,1.52,0,0,0,0,0,1,1,-1
3515,華擎,16.14,8.97,22.27,7.82,10.04,10.35,21.92,30.56,21.26,22.25,18.18,21.51,28.15,36.52,34.74,37.13,37.62,44.7,4.8,5.82,4.85,8.42,12.45,6.6,85.9,46.55,7.68,1,1,1,1,0,1,5,1
3518,柏騰,-8.67,-2.01,18.44,-11.11,-18.35,-12.84,-4,2.95,4.77,2.6,15.69,32.66,36.48,20.73,29.72,32.6,37.12,24.55,-36.62,-58.69,-36.11,-8.17,5.16,1.1,24.05,8.59,4.57,0,0,0,0,1,0,1,-1
3528,安馳,13.73,3.16,12.42,11.83,12.41,12.5,14.03,17.86,11.97,13.94,13.09,11.01,12.09,48.74,54.54,55.14,54.21,63.21,4.3,4.3,4.41,4.2,4.78,2.8,49.9,59.73,5.61,1,1,0,1,1,1,5,1
3530,晶相光,16.59,4.09,25.42,22.44,10.01,7.34,13.13,30.02,29.16,23.09,19.94,20.19,34.71,23.16,11.13,14.63,26.77,29.6,11.9,7.74,6.8,8.45,18.54,2.46,72.1,22.63,3.41,1,1,1,0,1,1,5,1
3532,台勝科,11.96,4.96,27.69,10.76,25.69,10.08,6.42,6.85,26.7,42.57,27.99,20.23,20.98,10.58,12.11,10.61,11.93,12.09,17.64,34.11,18.27,10.96,11.6,3.79,139,74.63,2.73,1,1,1,0,0,1,4,0
3533,嘉澤,18.48,21.46,36.27,11.98,18.67,19.13,20.99,21.63,32.34,32.67,36.24,40.08,40,28.26,28.42,22.94,24.91,31.66,9.37,12.83,14.21,16.4,16.45,10.78,741,9.23,1.45,1,1,1,0,0,0,3,0
3535,晶彩科,1.4,0.17,25.06,-14.69,9.82,12.17,-10.77,10.49,22.25,25.15,29.41,20.6,27.87,60.68,68.27,53.67,63.27,55.95,-12.41,5.48,6.6,-8.92,6.87,0.6,26,0,2.31,0,1,1,0,1,0,3,0
3536,誠創,-35.53,-1.17,6.74,1.21,-8.02,-70.42,-44.14,-56.29,10.76,9.95,-4.15,7.93,9.21,50.39,60.82,75.47,84.04,90.21,0.7,-5.73,-35.16,-24.14,-16.56,0,4.85,23.73,0,0,0,0,0,1,1,2,-1
3543,州巧,-0.32,-0.07,13.57,0.29,1.96,3,-12.67,5.83,11.98,12.32,17.02,14,12.53,41.8,41.02,43.33,49.26,41.66,0.27,1.8,3.24,-12.38,4.92,0.86,20.05,19.14,4.29,0,0,0,0,1,1,2,-1
3545,敦泰,7.9,4.93,26.43,-0.93,-26.44,-2.6,12.66,56.82,21.02,15.75,21.76,24.85,48.79,20.68,28.52,33.39,36.72,46.12,-0.96,-25.08,-2.25,7.13,27.72,4.12,61.7,6.53,6.68,0,1,1,1,1,0,4,0
3550,聯穎,4.7,1.06,18.67,6.18,6.03,2.67,4.34,4.26,19.68,18.65,18.65,19.87,16.49,44.94,48.14,52.94,53.36,55.81,3.43,2.99,1.45,2.26,1.69,0.76,13.9,12.74,5.47,0,1,0,1,1,1,4,0
3557,嘉威,15.3,3.61,-10.46,-34.66,0.06,26.84,54.21,30.06,-122.12,-43.84,37.9,40.42,35.33,11.72,14.01,77.35,64.48,55.08,-448.54,1.11,12.87,16.35,10.99,2.42,49,8.68,4.94,1,1,0,0,1,0,3,0
3563,牧德,41.34,18.97,64.62,37.23,71.42,40.19,28.15,29.7,64.02,69.63,64.44,63.38,61.61,27.58,34.58,32.89,29.7,34.39,32.47,42.02,34.08,27.3,30.05,6.8,125,10.19,5.44,1,1,1,1,0,1,5,1
3576,聯合再生,-19.85,-1.97,-6.51,-29.7,-2.5,-24.58,-33.76,-8.7,-19.09,-5.69,-5.42,-7.45,5.1,66.89,55.73,54.51,53.72,49.28,-40.59,-3.57,-31.81,-49.25,-9.38,1.02,21.25,12.3,4.8,0,0,0,0,1,1,2,-1
3583,辛耘,14.02,4.45,36.77,14.83,17.42,12.6,11.18,14.06,35.36,36.32,35.05,40.67,36.45,35.72,35.84,27.81,40.61,62.43,9.28,10.48,8.17,8.53,8.97,2.17,67.4,14.02,3.22,1,1,1,0,1,1,5,1
3588,通嘉,6.58,1.88,35.69,1.61,2.83,1.78,4.59,22.1,34.21,35.98,34.74,32.22,41.32,18.56,17.62,14.82,17.63,24.16,2.01,3.43,2.23,4.18,15.41,1.23,51,8.22,2.41,0,1,1,0,1,0,3,0
3591,艾笛森,-1.75,-0.46,18.19,-6.15,1.44,-9.97,1.25,4.7,12.89,17.08,17.54,19.22,24.23,23.34,22.9,24.79,29.5,31.2,-7.8,1.69,-12.29,1.73,6.07,0.26,16.75,8.24,1.55,0,0,0,0,1,0,1,-1
3592,瑞鼎,24.34,20.67,27.89,10.08,14.31,16.02,18.91,62.36,23.15,23.01,24.5,25.97,42.81,41.03,46.16,49.44,49.16,52.96,4.2,5.13,4.83,5.94,17.28,15.2,220.5,16.34,6.89,1,1,1,1,0,1,5,1
3593,力銘,-10.66,-0.79,9.22,0.31,-24.92,-37.33,14.3,-5.67,15.18,9.29,-6.28,19.52,8.41,61.28,60.92,58.71,48.08,57.99,0.25,-17.86,-34.26,10.85,-3.24,0.76,13.9,55.55,5.47,0,0,0,1,1,1,3,0
3596,智易,11.5,6.33,13.57,7.22,9.57,13.04,13.99,13.68,13.93,11.86,13.23,14.97,13.88,42.73,55.42,55.58,58.48,61.88,3.23,3.31,4.12,4.83,4.45,4.68,95.5,18.81,4.9,1,1,0,0,0,1,3,0
3605,宏致,5.93,2.3,21.67,1.48,5.22,7.04,5.84,10.07,19.29,20.46,22.87,22.77,22.97,47.2,50.04,53.53,55.67,57.02,1.11,3.31,4.14,3.22,4.81,0.81,29.3,15.31,2.76,0,1,1,0,1,1,4,0
3607,谷崧,-13.63,-4.07,0.96,-7.61,-18.83,-15.96,-14.23,-11.54,5.79,-0.29,-1.25,0.33,0.23,43.77,40.18,35.02,40.06,39.35,-7.17,-16.19,-13.71,-12.78,-7.66,1.26,12.35,10.16,10.2,0,0,0,1,1,1,3,0
3617,碩天,9.64,5.08,40.63,13.84,13.7,11.39,10.48,-1.21,44.15,41.88,40.55,40.6,35.98,53.22,53.08,56.97,56.9,61.39,7.38,7.11,5.42,5.17,-0.59,4.41,93.5,18.63,4.72,0,1,1,0,0,1,3,0
